6361,1.43506E+12,start,FATBOTSLIM,start,FATBOTSLIM,1000,2100,100
6747,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6748,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6749,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6750,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6751,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6752,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6753,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6754,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6755,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6756,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6757,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6758,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6759,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6760,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6761,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6762,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6763,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6764,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6765,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6766,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6767,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6768,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6769,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6770,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6771,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6772,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6773,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6774,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6775,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6776,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6777,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6778,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6779,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6780,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6781,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6782,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6783,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6784,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6785,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6786,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6787,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6788,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6789,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6790,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6791,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6792,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6793,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6794,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6795,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6796,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6796,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6797,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6798,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6799,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6800,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6801,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6802,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6803,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6804,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6805,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6806,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6807,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6808,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6809,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6810,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6811,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6812,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6813,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6814,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6815,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6816,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6817,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6818,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6819,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6820,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6821,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6822,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6823,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6824,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6825,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6826,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6827,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6828,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6829,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6830,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6831,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6832,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6833,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6834,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6835,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6836,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6837,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6838,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6839,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6840,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6841,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
1,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6842,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6843,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6844,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6845,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6846,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6847,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6848,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6849,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6850,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6851,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6852,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6853,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6854,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6855,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6856,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6857,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6858,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6859,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6860,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6861,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6862,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6863,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6864,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6865,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6866,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6867,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6868,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6869,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6870,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6871,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6872,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6873,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6874,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6875,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6876,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6877,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6878,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6879,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6880,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6881,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6882,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6883,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6884,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6885,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6886,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6887,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6888,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6889,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6890,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6891,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6892,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6893,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6894,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6895,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6896,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6897,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6898,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6899,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6900,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6901,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6902,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6903,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6904,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6905,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6906,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6907,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6908,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6909,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6910,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6911,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6912,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6913,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6914,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6915,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6916,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6917,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6918,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6919,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6920,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6921,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6922,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6923,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6924,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6925,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6926,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6927,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6928,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6929,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6930,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6931,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6932,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6933,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6934,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6935,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6936,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6937,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6938,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6939,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6940,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6941,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6942,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6943,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6944,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6945,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6946,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6947,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6948,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6949,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6950,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6951,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6952,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6953,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6954,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6955,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6956,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6957,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6958,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6959,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6960,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6961,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6962,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6963,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6964,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6965,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6966,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6967,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6968,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6969,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6970,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6971,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6972,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6973,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6974,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6975,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6976,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6977,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6978,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6979,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6980,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6981,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6982,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6983,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
6984,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6985,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
6986,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6987,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6988,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
6989,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
6990,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
6991,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6992,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6993,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6994,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6995,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
6996,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
6997,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
6998,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
6999,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7000,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7001,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7002,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7003,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7004,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7005,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7006,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7007,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7008,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7009,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7010,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7011,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7012,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7013,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7014,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7015,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7016,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7017,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7018,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7019,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7020,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7021,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7022,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7023,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7024,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7025,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7026,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7027,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7028,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7029,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7030,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7031,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7032,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7033,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7034,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7035,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7036,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7037,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7038,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7039,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7040,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7041,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7042,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7043,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7044,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7045,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7046,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7047,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7048,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7049,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7050,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7051,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7052,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7053,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7054,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7055,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7056,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7057,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7058,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7059,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7060,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7061,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7062,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7063,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7064,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7065,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7066,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7067,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7068,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7069,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7070,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7071,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7072,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7073,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7074,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7075,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7076,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7077,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7078,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7079,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7080,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7081,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7082,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7083,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7084,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7085,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7086,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7087,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7088,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7089,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7090,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7091,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7092,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7093,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7094,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7095,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7096,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7097,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7098,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7099,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7100,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7101,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7102,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7103,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7104,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7105,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7106,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7107,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7108,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7109,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7110,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7111,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7112,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7113,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7114,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7115,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7116,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7117,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7118,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7119,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7120,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7121,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7122,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7123,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7124,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7125,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7126,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7127,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7128,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7129,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7130,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7131,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7132,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7133,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7134,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7135,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7136,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7137,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7138,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7139,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
